timestamp,magn_x,magn_y,magn_z
25621,0.10486,0.5341,-0.34762
25621,0.10486,0.5341,-0.34762
25642,0.0749,0.5061,-0.37226
25642,0.0749,0.5061,-0.37226
25664,0.0749,0.5061,-0.37226
25664,0.0749,0.5061,-0.37226
25685,0.0749,0.5061,-0.37226
25685,0.0749,0.5061,-0.37226
25706,0.0749,0.5061,-0.37226
25728,0.0749,0.5061,-0.37226
25728,0.0749,0.5061,-0.37226
25749,0.0749,0.5061,-0.37226
25749,0.0749,0.5061,-0.37226
25770,0.0749,0.5061,-0.37226
25771,0.0749,0.5061,-0.37226
25792,0.0749,0.5061,-0.37226
25792,0.0749,0.5061,-0.37226
25813,0.0749,0.5061,-0.37226
25813,0.0749,0.5061,-0.37226
25834,0.0749,0.5061,-0.37226
25856,0.0749,0.5061,-0.37226
25856,0.0749,0.5061,-0.37226
25877,0.0749,0.5061,-0.37226
25877,0.0749,0.5061,-0.37226
25898,0.0749,0.5061,-0.37226
25898,0.0749,0.5061,-0.37226
25920,0.0749,0.5061,-0.37226
25920,0.0749,0.5061,-0.37226
25941,0.0749,0.5061,-0.37226
25941,0.0749,0.5061,-0.37226
25962,0.0749,0.5061,-0.37226
25984,0.0749,0.5061,-0.37226
25984,0.0749,0.5061,-0.37226
26005,0.0749,0.5061,-0.37226
26005,0.0749,0.5061,-0.37226
26026,0.0749,0.5061,-0.37226
26026,0.0749,0.5061,-0.37226
26048,0.0749,0.5061,-0.37226
26048,0.0749,0.5061,-0.37226
26069,0.0749,0.5061,-0.37226
26069,0.0749,0.5061,-0.37226
26090,0.0749,0.5061,-0.37226
26112,0.0749,0.5061,-0.37226
26112,0.0749,0.5061,-0.37226
26133,0.06426,0.48146,-0.38094002
26133,0.06426,0.48146,-0.38094002
26154,0.06426,0.48146,-0.38094002
26155,0.06426,0.48146,-0.38094002
26176,0.06426,0.48146,-0.38094002
26176,0.06426,0.48146,-0.38094002
26197,0.06426,0.48146,-0.38094002
26197,0.06426,0.48146,-0.38094002
26219,0.06426,0.48146,-0.38094002
26240,0.06426,0.48146,-0.38094002
26240,0.06426,0.48146,-0.38094002
26261,0.06426,0.48146,-0.38094002
26261,0.06426,0.48146,-0.38094002
26282,0.06426,0.48146,-0.38094002
26282,0.06426,0.48146,-0.38094002
26304,0.06426,0.48146,-0.38094002
26304,0.06426,0.48146,-0.38094002
26325,0.06426,0.48146,-0.38094002
26325,0.06426,0.48146,-0.38094002
26346,0.1351,-0.04018,0.057680003
26368,0.1351,-0.04018,0.057680003
26368,0.1351,-0.04018,0.057680003
26389,0.1351,-0.04018,0.057680003
26389,0.1351,-0.04018,0.057680003
26410,0.1351,-0.04018,0.057680003
26410,0.1351,-0.04018,0.057680003
26432,0.1351,-0.04018,0.057680003
26432,0.1351,-0.04018,0.057680003
26453,0.1351,-0.04018,0.057680003
26453,0.1351,-0.04018,0.057680003
26474,0.14616,0.28350002,0.25942
26474,0.14616,0.28350002,0.25942
26496,0.15442,0.33474,0.25844002
26517,0.15442,0.33474,0.25844002
26517,0.15442,0.33474,0.25844002
26538,0.15442,0.33474,0.25844002
26538,0.15442,0.33474,0.25844002
26560,0.15442,0.33474,0.25844002
26560,0.15442,0.33474,0.25844002
26581,0.17724,0.4214,0.22806
26581,0.17724,0.4214,0.22806
26603,0.18984,0.4494,0.21784
26603,0.18984,0.4494,0.21784
26624,0.18984,0.4494,0.21784
26645,0.18984,0.4494,0.21784
26645,0.18984,0.4494,0.21784
26666,0.18984,0.4494,0.21784
26666,0.18984,0.4494,0.21784
26688,0.2177,0.52766,0.13972001
26688,0.2177,0.52766,0.13972001
26709,0.23842001,0.55888003,0.086380005
26709,0.23842001,0.55888003,0.086380005
26730,0.23842001,0.55888003,0.086380005
26730,0.23842001,0.55888003,0.086380005
26752,0.23842001,0.55888003,0.086380005
26773,0.23842001,0.55888003,0.086380005
26773,0.23842001,0.55888003,0.086380005
26794,0.27468002,0.57988,-0.16268
26794,0.27468002,0.57988,-0.16268
26816,0.27468002,0.57988,-0.16268
26816,0.27468002,0.57988,-0.16268
26837,0.27468002,0.57988,-0.16268
26837,0.27468002,0.57988,-0.16268
26858,0.27468002,0.57988,-0.16268
26858,0.27468002,0.57988,-0.16268
26880,0.27468002,0.57988,-0.16268
26901,0.27468002,0.57988,-0.16268
26901,0.27468002,0.57988,-0.16268
26922,0.09968,0.50918,-0.35294002
26922,0.09968,0.50918,-0.35294002
26944,0.09968,0.50918,-0.35294002
26944,0.09968,0.50918,-0.35294002
26965,0.09968,0.50918,-0.35294002
26965,0.09968,0.50918,-0.35294002
26986,0.09968,0.50918,-0.35294002
26987,0.09968,0.50918,-0.35294002
27008,0.026460001,0.48776,-0.35616
27029,0.01288,0.469,-0.36106002
27029,0.01288,0.469,-0.36106002
27050,0.01288,0.469,-0.36106002
27051,0.01288,0.469,-0.36106002
27072,0.01288,0.469,-0.36106002
27072,0.01288,0.469,-0.36106002
27093,0.05488,0.462,-0.38472
27094,0.05488,0.462,-0.38472
